chunk_id,document_id,chunk_type,modality,company_ticker,source_type,fiscal_period,section_or_page,source_span_start,source_span_end,text_length,normalized_metric,numeric_value,unit,currency,chunk_hash,source_hash,source_url
raw:sec_filing:AAPL:FY2024:sec_filing_paragraph:cbfecfa4fadc,AAPL:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,AAPL,sec_filing,FY2024,Item 1A - Risk Factors,2439,2703,264,risk_exposure,,,,cbfecfa4fadc98fbeca15be425765438d3f905f24cebe0a986762bfb11488f46,debfbfce8b79ab88984ef0401d4e096203a1c90e20e95dabc1b27d8520f1ebfc,fixture://raw/sec/AAPL-2024-10k.txt
raw:sec_filing:AAPL:FY2024:sec_filing_paragraph:6ed8936ac82a,AAPL:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,AAPL,sec_filing,FY2024,Item 1A - Risk Factors,2704,2978,274,risk_exposure,,,,6ed8936ac82a1289fad102d6b5bc7c49bcadf20a223431415cc097df1b1dda15,debfbfce8b79ab88984ef0401d4e096203a1c90e20e95dabc1b27d8520f1ebfc,fixture://raw/sec/AAPL-2024-10k.txt
raw:sec_filing:AAPL:FY2024:sec_filing_paragraph:0a9d5a7ab7f9,AAPL:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,AAPL,sec_filing,FY2024,Item 1A - Risk Factors,2979,3258,279,risk_exposure,,,,0a9d5a7ab7f9aaccd0c8687c957cc21eb0f77720219c6b724657becb977feeeb,debfbfce8b79ab88984ef0401d4e096203a1c90e20e95dabc1b27d8520f1ebfc,fixture://raw/sec/AAPL-2024-10k.txt
raw:sec_filing:AAPL:FY2024:sec_filing_paragraph:89aca5f7ac32,AAPL:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,AAPL,sec_filing,FY2024,Item 1A - Risk Factors,3259,3532,273,risk_exposure,,,,89aca5f7ac322db38e11ac8e3e8bd4a8ddf987cdf06c922e81144b0203be5793,debfbfce8b79ab88984ef0401d4e096203a1c90e20e95dabc1b27d8520f1ebfc,fixture://raw/sec/AAPL-2024-10k.txt
raw:sec_filing:AAPL:FY2024:sec_filing_paragraph:555fac6ffbea,AAPL:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,AAPL,sec_filing,FY2024,Item 1A - Risk Factors,3533,3796,263,risk_exposure,,,,555fac6ffbead0b5b3542f7038ef216e12958b187ba2f99ba2f3ecb5f449370f,debfbfce8b79ab88984ef0401d4e096203a1c90e20e95dabc1b27d8520f1ebfc,fixture://raw/sec/AAPL-2024-10k.txt
raw:sec_filing:AAPL:FY2024:sec_filing_paragraph:352509304cf9,AAPL:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,AAPL,sec_filing,FY2024,Item 1A - Risk Factors,3797,4065,268,risk_exposure,,,,352509304cf955e8c01426112a754e445774e1fdd56e5d3c6dd5b6b9f2b4b043,debfbfce8b79ab88984ef0401d4e096203a1c90e20e95dabc1b27d8520f1ebfc,fixture://raw/sec/AAPL-2024-10k.txt
raw:sec_filing:AAPL:FY2024:sec_filing_paragraph:8adf66a65d52,AAPL:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,AAPL,sec_filing,FY2024,Item 1A - Risk Factors,4066,4339,273,risk_exposure,,,,8adf66a65d527e07c06131e00a5f758778cba5c47f0ab7dd6b7072de044bc51c,debfbfce8b79ab88984ef0401d4e096203a1c90e20e95dabc1b27d8520f1ebfc,fixture://raw/sec/AAPL-2024-10k.txt
raw:sec_filing:AAPL:FY2024:sec_filing_paragraph:155f81e2263d,AAPL:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,AAPL,sec_filing,FY2024,Item 1A - Risk Factors,4340,4612,272,risk_exposure,,,,155f81e2263de2d8181ea8af718928f81086d2378fb1aebdfb4593ff8808d9b0,debfbfce8b79ab88984ef0401d4e096203a1c90e20e95dabc1b27d8520f1ebfc,fixture://raw/sec/AAPL-2024-10k.txt
raw:sec_filing:AAPL:FY2024:sec_filing_paragraph:ee121148172f,AAPL:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,AAPL,sec_filing,FY2024,Item 1A - Risk Factors,4613,4880,267,risk_exposure,,,,ee121148172f657249a26e143fe5c19734ee4320497f34729a4ff88025156db5,debfbfce8b79ab88984ef0401d4e096203a1c90e20e95dabc1b27d8520f1ebfc,fixture://raw/sec/AAPL-2024-10k.txt
raw:sec_filing:AAPL:FY2024:sec_filing_section:a46c5b1507e1,AAPL:raw_sec_filing:10-K:2024,sec_filing_section,text,AAPL,sec_filing,FY2024,Item 7 - MD&A,4896,7256,2360,revenue,,,,a46c5b1507e193c79c2cf058896aff196c65e60ffec1e42cdd8dcbac9064e7c6,debfbfce8b79ab88984ef0401d4e096203a1c90e20e95dabc1b27d8520f1ebfc,fixture://raw/sec/AAPL-2024-10k.txt
raw:sec_filing:AAPL:FY2024:sec_filing_paragraph:35ab39508378,AAPL:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,AAPL,sec_filing,FY2024,Item 7 - MD&A,4896,5151,255,revenue,,,,35ab3950837808977dd6a503ffbba7083cb5b138b7059b556b03f49a6396559a,debfbfce8b79ab88984ef0401d4e096203a1c90e20e95dabc1b27d8520f1ebfc,fixture://raw/sec/AAPL-2024-10k.txt
raw:sec_filing:AAPL:FY2024:sec_filing_paragraph:fc2a8c9391ec,AAPL:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,AAPL,sec_filing,FY2024,Item 7 - MD&A,5152,5417,265,revenue,,,,fc2a8c9391ec582d19a5aea1e2c3c13bcfce7f6ed843afd5eb103fbb5f40ad2e,debfbfce8b79ab88984ef0401d4e096203a1c90e20e95dabc1b27d8520f1ebfc,fixture://raw/sec/AAPL-2024-10k.txt
raw:sec_filing:AAPL:FY2024:sec_filing_paragraph:24bde873bec7,AAPL:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,AAPL,sec_filing,FY2024,Item 7 - MD&A,5418,5688,270,revenue,,,,24bde873bec71ee8e4cbcdc84bb598ae55ca875719adcf98446350aff6fda235,debfbfce8b79ab88984ef0401d4e096203a1c90e20e95dabc1b27d8520f1ebfc,fixture://raw/sec/AAPL-2024-10k.txt
raw:sec_filing:AAPL:FY2024:sec_filing_paragraph:b30d35e32891,AAPL:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,AAPL,sec_filing,FY2024,Item 7 - MD&A,5689,5953,264,revenue,,,,b30d35e3289154215561522389d40ba845fe99bc8e154251601e7aa030ca651b,debfbfce8b79ab88984ef0401d4e096203a1c90e20e95dabc1b27d8520f1ebfc,fixture://raw/sec/AAPL-2024-10k.txt
raw:sec_filing:AAPL:FY2024:sec_filing_paragraph:d08a09104694,AAPL:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,AAPL,sec_filing,FY2024,Item 7 - MD&A,5954,6208,254,revenue,,,,d08a09104694a58a23a792cbb5de3e56f9cb49301c462f9d38de2b8be3b5e549,debfbfce8b79ab88984ef0401d4e096203a1c90e20e95dabc1b27d8520f1ebfc,fixture://raw/sec/AAPL-2024-10k.txt
raw:sec_filing:AAPL:FY2024:sec_filing_paragraph:12899954db67,AAPL:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,AAPL,sec_filing,FY2024,Item 7 - MD&A,6209,6468,259,revenue,,,,12899954db67e5b7ac8bdb8a439e4c4cd004a39067b318957e2dd2a35902f608,debfbfce8b79ab88984ef0401d4e096203a1c90e20e95dabc1b27d8520f1ebfc,fixture://raw/sec/AAPL-2024-10k.txt
raw:sec_filing:AAPL:FY2024:sec_filing_paragraph:5c25f1097294,AAPL:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,AAPL,sec_filing,FY2024,Item 7 - MD&A,6469,6733,264,revenue,,,,5c25f1097294ab7c4c22cd684754370106c44b42707a400bcd5de2bea822fb6a,debfbfce8b79ab88984ef0401d4e096203a1c90e20e95dabc1b27d8520f1ebfc,fixture://raw/sec/AAPL-2024-10k.txt
raw:sec_filing:AAPL:FY2024:sec_filing_paragraph:0a754ca2665f,AAPL:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,AAPL,sec_filing,FY2024,Item 7 - MD&A,6734,6997,263,revenue,,,,0a754ca2665f553e6a8273242c9929f199a9b4f92115d92caf60047050e61c38,debfbfce8b79ab88984ef0401d4e096203a1c90e20e95dabc1b27d8520f1ebfc,fixture://raw/sec/AAPL-2024-10k.txt
raw:sec_filing:AAPL:FY2024:sec_filing_paragraph:26bb181b8205,AAPL:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,AAPL,sec_filing,FY2024,Item 7 - MD&A,6998,7256,258,revenue,,,,26bb181b82055ff721140ec020f456b45d05321ed3a23f1c64b8980f09c96a05,debfbfce8b79ab88984ef0401d4e096203a1c90e20e95dabc1b27d8520f1ebfc,fixture://raw/sec/AAPL-2024-10k.txt
raw:sec_filing:AAPL:FY2024:sec_filing_section:f322a2bb72b5,AAPL:raw_sec_filing:10-K:2024,sec_filing_section,text,AAPL,sec_filing,FY2024,Item 8 - Financial Statements,7288,9792,2504,revenue,,,,f322a2bb72b534c634348f8c59664c924a0347f9123041fe2a82802a89995e4d,debfbfce8b79ab88984ef0401d4e096203a1c90e20e95dabc1b27d8520f1ebfc,fixture://raw/sec/AAPL-2024-10k.txt
raw:sec_filing:AAPL:FY2024:sec_filing_paragraph:f1687dc41b65,AAPL:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,AAPL,sec_filing,FY2024,Item 8 - Financial Statements,7288,7559,271,revenue,,,,f1687dc41b65738e86556e7329ea3022fd88932716d3e138134ea0758062fd8c,debfbfce8b79ab88984ef0401d4e096203a1c90e20e95dabc1b27d8520f1ebfc,fixture://raw/sec/AAPL-2024-10k.txt
raw:sec_filing:AAPL:FY2024:sec_filing_paragraph:104ff39341f6,AAPL:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,AAPL,sec_filing,FY2024,Item 8 - Financial Statements,7560,7841,281,revenue,,,,104ff39341f679a725d9919327cd4566f65ba3f385a457a1b0fe9d4ad123ce8c,debfbfce8b79ab88984ef0401d4e096203a1c90e20e95dabc1b27d8520f1ebfc,fixture://raw/sec/AAPL-2024-10k.txt
raw:sec_filing:AAPL:FY2024:sec_filing_paragraph:9e9489d56756,AAPL:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,AAPL,sec_filing,FY2024,Item 8 - Financial Statements,7842,8128,286,revenue,,,,9e9489d56756cffbe483ff72bd82edb50d3ff1214971cdef8e64630135242bdf,debfbfce8b79ab88984ef0401d4e096203a1c90e20e95dabc1b27d8520f1ebfc,fixture://raw/sec/AAPL-2024-10k.txt
raw:sec_filing:AAPL:FY2024:sec_filing_paragraph:697a45deedd6,AAPL:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,AAPL,sec_filing,FY2024,Item 8 - Financial Statements,8129,8409,280,revenue,,,,697a45deedd662c217a1ca8134f4b64639515a3ffafb7956592be785b7d6f7f4,debfbfce8b79ab88984ef0401d4e096203a1c90e20e95dabc1b27d8520f1ebfc,fixture://raw/sec/AAPL-2024-10k.txt
raw:sec_filing:AAPL:FY2024:sec_filing_paragraph:9136100fffa3,AAPL:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,AAPL,sec_filing,FY2024,Item 8 - Financial Statements,8410,8680,270,revenue,,,,9136100fffa330a7a89d95d6c266cda5af6ff2806213b21cd88684ed546fc916,debfbfce8b79ab88984ef0401d4e096203a1c90e20e95dabc1b27d8520f1ebfc,fixture://raw/sec/AAPL-2024-10k.txt
raw:sec_filing:AAPL:FY2024:sec_filing_paragraph:808f6e231f57,AAPL:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,AAPL,sec_filing,FY2024,Item 8 - Financial Statements,8681,8956,275,revenue,,,,808f6e231f57f23b2988a5a5a9d79765ef96e43f6edd92e93a71ebfa6e764d61,debfbfce8b79ab88984ef0401d4e096203a1c90e20e95dabc1b27d8520f1ebfc,fixture://raw/sec/AAPL-2024-10k.txt
raw:sec_filing:AAPL:FY2024:sec_filing_paragraph:45df47e208b4,AAPL:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,AAPL,sec_filing,FY2024,Item 8 - Financial Statements,8957,9237,280,revenue,,,,45df47e208b45d7a5ce08dac9e4dc48431ff4c005f47f2683c12495f9f9ce7c7,debfbfce8b79ab88984ef0401d4e096203a1c90e20e95dabc1b27d8520f1ebfc,fixture://raw/sec/AAPL-2024-10k.txt
raw:sec_filing:AAPL:FY2024:sec_filing_paragraph:58193af447ed,AAPL:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,AAPL,sec_filing,FY2024,Item 8 - Financial Statements,9238,9517,279,revenue,,,,58193af447edfa1ef3334fcd9f95fe33efef2cd661c91be122610b596d1a04fe,debfbfce8b79ab88984ef0401d4e096203a1c90e20e95dabc1b27d8520f1ebfc,fixture://raw/sec/AAPL-2024-10k.txt
raw:sec_filing:AAPL:FY2024:sec_filing_paragraph:c4a8a8ef14e6,AAPL:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,AAPL,sec_filing,FY2024,Item 8 - Financial Statements,9518,9792,274,revenue,,,,c4a8a8ef14e6374df7e909f339fb32cc46e34b0e33ac25f5180bf4cdb92dc855,debfbfce8b79ab88984ef0401d4e096203a1c90e20e95dabc1b27d8520f1ebfc,fixture://raw/sec/AAPL-2024-10k.txt
raw:sec_filing:AAPL:FY2024:sec_filing_table:31d05e47e34c,AAPL:raw_sec_filing:10-K:2024,sec_filing_table,table,AAPL,sec_filing,FY2024,Item 8 - Financial Statements / filing table,7258,7344,86,revenue,100,billions,USD,31d05e47e34ccef648bf33acb3be3ce9b3d78f5810c83e5425792816eda6d274,debfbfce8b79ab88984ef0401d4e096203a1c90e20e95dabc1b27d8520f1ebfc,fixture://raw/sec/AAPL-2024-10k.txt
raw:sec_xbrl_companyfacts:AAPL:FY2024:xbrl_fact:74da4431bc31,AAPL:raw_xbrl_companyfacts:2024:FY,xbrl_fact,xbrl,AAPL,sec_xbrl_companyfacts,FY2024,us-gaap:Revenues,0,1,63,revenue,100000000000,USD,USD,74da4431bc31b90563d03a0f81ed61e0c1327d80398aa50c99d31131f3e6c25d,8bc2d8d3915aa2dd01c8cbf1e860cd102d3dbb654acb4c581e8fb3a1b33263ab,fixture://raw/xbrl/AAPL-companyfacts-2024.json
raw:sec_xbrl_companyfacts:AAPL:FY2024:xbrl_fact:1b6380c083ee,AAPL:raw_xbrl_companyfacts:2024:FY,xbrl_fact,xbrl,AAPL,sec_xbrl_companyfacts,FY2024,us-gaap:OperatingIncomeLoss,1,2,73,operating_income,20000000000,USD,USD,1b6380c083ee4ad77aeeafc36b869e5918fbaaf60cad09768ca05b90d27523f4,8bc2d8d3915aa2dd01c8cbf1e860cd102d3dbb654acb4c581e8fb3a1b33263ab,fixture://raw/xbrl/AAPL-companyfacts-2024.json
raw:sec_xbrl_companyfacts:AAPL:FY2024:xbrl_fact:780ba9e96cd7,AAPL:raw_xbrl_companyfacts:2024:FY,xbrl_fact,xbrl,AAPL,sec_xbrl_companyfacts,FY2024,us-gaap:OperatingExpenses,2,3,71,operating_expense,30000000000,USD,USD,780ba9e96cd7cb46ba32984b9e59796ce51e3da0d3e3c92148672d1e91ac4e6c,8bc2d8d3915aa2dd01c8cbf1e860cd102d3dbb654acb4c581e8fb3a1b33263ab,fixture://raw/xbrl/AAPL-companyfacts-2024.json
raw:sec_xbrl_companyfacts:AAPL:FY2024:xbrl_fact:8a0778dc50b1,AAPL:raw_xbrl_companyfacts:2024:FY,xbrl_fact,xbrl,AAPL,sec_xbrl_companyfacts,FY2024,dei:EntityCommonStockSharesOutstanding,3,4,74,risk_exposure,1,USD,USD,8a0778dc50b1687b0ca5268903602b114aca13cf6e3349b7dcebfdf7846cd282,8bc2d8d3915aa2dd01c8cbf1e860cd102d3dbb654acb4c581e8fb3a1b33263ab,fixture://raw/xbrl/AAPL-companyfacts-2024.json
raw:transcript:AAPL:FY2024:transcript_turn:382e003ba061,AAPL:raw_transcript:2024:Q4,transcript_turn,transcript,AAPL,transcript,FY2024,Prepared Remarks / Chief Executive Officer,0,105,161,operating_margin,,,,382e003ba0619384e7682f50010587f1dc7213140a39eea689aa00627ed09e26,090e75f3d3f137e39efce3f752f1fea4a9a36b027a2e56257cc09577216900ef,fixture://raw/transcripts/AAPL-fy2024-q4.txt
raw:transcript:AAPL:FY2024:transcript_turn:2a4886b4d5f3,AAPL:raw_transcript:2024:Q4,transcript_turn,transcript,AAPL,transcript,FY2024,Prepared Remarks / Chief Financial Officer,106,218,168,revenue_guidance,,,,2a4886b4d5f368e87c9e2f0b0a724da13c27a0b10dc134db1c7977bce7ababd9,090e75f3d3f137e39efce3f752f1fea4a9a36b027a2e56257cc09577216900ef,fixture://raw/transcripts/AAPL-fy2024-q4.txt
raw:transcript:AAPL:FY2024:transcript_turn:d6b96512e316,AAPL:raw_transcript:2024:Q4,transcript_turn,transcript,AAPL,transcript,FY2024,Question and Answer / Analyst,219,331,155,risk_exposure,,,,d6b96512e316cdd561d3864f8b4bff0ef7adc0a6d50d65e9638e0d20a034f077,090e75f3d3f137e39efce3f752f1fea4a9a36b027a2e56257cc09577216900ef,fixture://raw/transcripts/AAPL-fy2024-q4.txt
raw:sec_filing:MSFT:FY2024:sec_filing_section:3ca4c35ce4b9,MSFT:raw_sec_filing:10-K:2024,sec_filing_section,text,MSFT,sec_filing,FY2024,Item 1 - Business,18,2450,2432,,,,,3ca4c35ce4b9b8eb7394664945448088eecb44b19f0f12cfdef6ee1c31858ede,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:8301faeca559,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 1 - Business,18,281,263,,,,,8301faeca5591e59a64ee41da394e7375178e63a532762094e12470ee88f61df,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:374837bd1ed0,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 1 - Business,282,555,273,,,,,374837bd1ed0eebdc48eea49e4973d475c201ccb492851f9fdc013c3ce920978,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:522f00a480e7,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 1 - Business,556,834,278,,,,,522f00a480e74626bce6282285d19baf5a9e95b486946e68e1e0a67609e6c368,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:43944acc9ef0,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 1 - Business,835,1107,272,,,,,43944acc9ef01dda4bd19fbdb718b3c1245602f32ac22de93c07945a5e26fbb2,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:de28f84ad622,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 1 - Business,1108,1370,262,,,,,de28f84ad622dddad7bb12483f3fc326e78868312be528924bce50695840a8a1,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:5796b9619e85,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 1 - Business,1371,1638,267,,,,,5796b9619e856365adf1e10998e0c6c0ff0161cea6e782149d003ee225acc28b,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:27cb9c7e14b8,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 1 - Business,1639,1911,272,,,,,27cb9c7e14b8cb65550064663900479da766a10a8bf6f7a18f1e0be373de48e7,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:e84135f56c95,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 1 - Business,1912,2183,271,,,,,e84135f56c95d2d40d483f059cae09f77f8bcc6a9612eed43129aed27e4bd05f,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:3da4c59062fd,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 1 - Business,2184,2450,266,,,,,3da4c59062fde77ab075659b60e61df31d2c53bca1cc11f0dda317643fda50c2,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_section:106ffd2685a6,MSFT:raw_sec_filing:10-K:2024,sec_filing_section,text,MSFT,sec_filing,FY2024,Item 1A - Risk Factors,2475,4952,2477,risk_exposure,,,,106ffd2685a6d49770fad9ef1a1f22fc814b5a1befe6ad8bab3c552a5a41d6c1,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:12e954de2c5a,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 1A - Risk Factors,2475,2743,268,risk_exposure,,,,12e954de2c5a410a9f02ccd19b268101ceface4f57fdf957945988ae2188aed4,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
